,Index,company,company_location,review_date,Bean_Country,Bean_Province,cocoa_percent,rating,num_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,alternative_sweetener,first_taste,second_taste,third_taste,fourth_taste
1113,1113,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",82.0,3.0,5,Yes,Yes,Yes,No,Yes,No,nutty,sour milk,off note,
1114,1114,Kah Kow - USA,Dominican republic,2019,Dominican republic,"Dominican Nacional, Collection 01",68.0,3.75,4,Yes,No,Yes,No,Yes,No,creamy,floral,dried fruit,
1115,1115,Kah Kow - USA,U.S.A,2019,Dominican republic,"Los Bejucos, Collection 01, Rizek",65.0,3.75,4,Yes,No,Yes,No,Yes,No,creamy,distinct,dried fruit,
1116,1116,Kah Kow - USA,Dominican republic,2019,Dominican republic,Mata Larga,71.5,3.5,3,Yes,No,No,No,Yes,No,creamy,balanced,fig,cocoa
1117,1117,Kah Kow - USA,Dominican republic,2019,Dominican republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3,Yes,No,No,No,Yes,No,sandy,sweet,acidic,
1118,1118,Kah Kow - USA,U.S.A,2019,Dominican republic,"El Valle, Collection 01, Rizek",72.0,3.0,4,Yes,No,Yes,No,Yes,No,creamy,black tea,vegetal,
1119,1119,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25,3,Yes,No,No,No,Yes,No,base cocoa,fruit,fatty,
1120,1120,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3,Yes,No,No,No,Yes,No,spicy,tobacco,,
1121,1121,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3,Yes,No,No,No,Yes,No,muted,grapes,astringent,
1122,1122,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,3.5,4,Yes,Yes,No,No,Yes,No,intense,mint,marshmallow,
1123,1123,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,3.0,4,Yes,Yes,No,No,Yes,No,creamy,mild marshmallow,,
1124,1124,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,3.0,4,Yes,Yes,No,No,Yes,No,spicy,mild bitter,,
1125,1125,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85.0,3.0,4,Yes,Yes,No,No,Yes,No,fruity,floral,cooling sensation,
1126,1126,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75.0,2.75,4,Yes,Yes,No,No,Yes,No,sweet,vanilla,coffee,
1127,1127,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,2.75,4,Yes,Yes,No,No,Yes,No,creamy,nutty,bitter,flat
1128,1128,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85.0,2.5,4,Yes,Yes,No,No,Yes,No,crumbly,vanilla,bitter,
1129,1129,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75.0,2.5,4,Yes,Yes,No,No,Yes,No,grassy,earthy,coffee,
1130,1130,Kerchner,U.S.A,2013,Dominican republic,"La Red, Project Reserva, Guaconejo",70.0,3.75,3,Yes,No,No,No,Yes,No,fatty,dark berry,grassy,
1131,1131,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72.0,2.0,5,Yes,Yes,Yes,No,Yes,No,sweet,vanilla domintates,nut,
1132,1132,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70.0,3.25,3,Yes,No,No,No,Yes,No,poor finish,cocoa,grassy,
1133,1133,Kiskadee,U.S.A,2014,Dominican republic,"La Red, Guanconjeco",60.0,3.0,2,No,No,No,No,Yes,No,gritty,overly sweet,citrus,
1134,1134,Krak,Netherlands,2017,Mexico,Xoconusco,70.0,3.25,2,No,No,No,No,Yes,No,medium roast,nutty,,
1135,1135,Krak,Netherlands,2017,Belize,Belize,70.0,3.0,2,No,No,No,No,Yes,No,gritty,sour,berries,
1136,1136,Krak,Netherlands,2017,Vietnam,Vietnam,70.0,3.0,2,No,No,No,No,Yes,No,sticky,molasses,sour,
1137,1137,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",70.0,3.75,2,No,No,No,No,Yes,No,intense,high acidity,,
1138,1138,Krak,Netherlands,2018,Philippines,Kablon Farm,70.0,3.25,2,No,No,No,No,Yes,No,nuts,dried fruit,grassy,
1139,1139,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,70.0,3.0,2,No,No,No,No,Yes,No,roasty,nutty,,
1140,1140,Krak,Netherlands,2019,Papua new guinea,Gazelle,70.0,3.25,2,No,No,No,No,Yes,No,astringent,smomkey cocoa,,
1141,1141,Krak,Netherlands,2019,Colombia,H. Betulia B6,70.0,3.0,2,No,No,No,No,Yes,No,light color,,,
1142,1142,Kto,U.S.A,2014,Madagascar,Sambirano Valley,72.0,3.25,3,Yes,No,No,No,Yes,No,strawberry,intense,sour,
1143,1143,Kto,U.S.A,2014,Belize,Belize,90.0,3.25,2,No,No,No,No,Yes,No,intense,spicy,pungent,
1144,1144,Kto,U.S.A,2014,Dominican republic,Elvesia,72.0,3.25,3,Yes,No,No,No,Yes,No,spicy,molasses,earthy,
1145,1145,Kto,U.S.A,2014,Dominican republic,ROIG,72.0,3.25,3,Yes,No,No,No,Yes,No,earthy,fatty,tea,
1146,1146,Kto,U.S.A,2014,Belize,Belize,72.0,3.0,3,Yes,No,No,No,Yes,No,nutty,sour milk,,
1147,1147,Kto,U.S.A,2014,Venezuela,Ocumare,72.0,2.75,3,Yes,No,No,No,Yes,No,nutty,pungent,sour,
1148,1148,Kto,U.S.A,2014,Peru,San Martin,72.0,2.5,2,No,No,No,No,Yes,No,intense,pungent,tangy,
1149,1149,K'ul,U.S.A,2016,Brazil,"Bahia, Fazenda Camboa",70.0,3.75,4,Yes,No,Yes,No,Yes,No,creamy,mild flavors,,
1150,1150,K'ul,U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,3.75,4,Yes,No,Yes,No,Yes,No,oranges,,,
1151,1151,K'ul,U.S.A,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,3.25,4,Yes,No,Yes,No,Yes,No,spicy,vanilla,dairy,
1152,1152,K'ul,U.S.A,2016,Peru,"Maranon, Fortunato No. 4",70.0,2.75,4,Yes,No,Yes,No,Yes,No,astringent,unbalanced,off,
1153,1153,Kyya,U.S.A,2014,Dominican republic,Hispaniola,72.5,3.0,5,Yes,Yes,No,Yes,Yes,No,vanilla,candy-like,sour milk,
1154,1154,Kyya,U.S.A,2014,Madagascar,Madagascar,72.5,3.0,5,Yes,Yes,No,Yes,Yes,No,mild vanilla and mild fruit,,,
1155,1155,Kyya,U.S.A,2014,Uganda,Uganda,72.5,2.5,5,Yes,Yes,No,Yes,Yes,No,vanilla,earth,cardboard,
1156,1156,Kyya,U.S.A,2014,Ecuador,Ecuador,72.5,2.5,5,Yes,Yes,No,Yes,Yes,No,intense,bourbon,vanilla,
1157,1157,L.A. Burdick (Felchlin),U.S.A,2009,Madagascar,Madagascar,64.0,3.5,5,Yes,Yes,Yes,No,Yes,No,smooth,rich,lemon,
1158,1158,L.A. Burdick (Felchlin),U.S.A,2009,Bolivia,Bolivian,68.0,3.0,5,Yes,Yes,Yes,No,Yes,No,rich,spice,cheese,
1159,1159,L.A. Burdick (Felchlin),U.S.A,2010,Dominican republic,Dominican Republic,74.0,3.75,5,Yes,Yes,Yes,No,Yes,No,simple,rich hot cocoa,,
1160,1160,L.A. Burdick (Felchlin),U.S.A,2010,Grenada,Grenada,75.0,3.25,5,Yes,Yes,Yes,No,Yes,No,creamy,cocoa,spice,
1161,1161,L.A. Burdick (Felchlin),U.S.A,2010,Venezuela,Venzuela,71.0,3.0,5,Yes,Yes,Yes,No,Yes,No,cocoa,nutty,acidic,burning
1162,1162,L.A. Burdick (Felchlin),U.S.A,2011,Ecuador,Quito,74.0,3.75,5,Yes,Yes,Yes,No,Yes,No,spicy,roasty,coffee,
1163,1163,L.A. Burdick (Felchlin),U.S.A,2012,Brazil,Brazil,70.0,4.0,5,Yes,Yes,Yes,No,Yes,No,creamy,woody,nutty,
1164,1164,L.A. Burdick (Felchlin),U.S.A,2012,Venezuela,Chuao,68.0,3.75,5,Yes,Yes,Yes,No,Yes,No,berry,rich cocoa dominates,,
1165,1165,L.A. Burdick (Felchlin),U.S.A,2012,Peru,Peru,74.0,3.25,5,Yes,Yes,Yes,No,Yes,No,floral,soapy,earthy,
1166,1166,La Cascade du Chocolat,U.S.A,2019,Fiji,"Fiji, batch 51019",68.0,3.0,3,Yes,No,No,No,Yes,No,unrefined,sweet,basic cocoa,
1167,1167,La Chorena,U.S.A,2018,Belize,"Maya Mtn, Toledo",70.0,3.25,4,Yes,No,Yes,No,Yes,No,molasses,high acidity,,
1168,1168,La Chorena,U.S.A,2018,Guatemala,"Lachua, Cacao Verapaz",70.0,3.25,2,No,No,No,No,Yes,No,tart,molasses,grits,
1169,1169,La Chorena,U.S.A,2018,Dominican republic,Oko Caribe,70.0,3.0,2,No,No,No,No,Yes,No,anise,spicy,earthy,
1170,1170,La Chorena,U.S.A,2018,Peru,Maranon,75.0,3.0,2,No,No,No,No,Yes,No,earthy,molasses,dried fruit,
1171,1171,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70.0,3.5,2,No,No,No,No,Yes,No,fruit,cocoa,grape,
1172,1172,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70.0,3.5,2,No,No,No,No,Yes,No,dry,melon,cocoa,
1173,1173,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72.0,3.5,2,No,No,No,No,Yes,No,sandy,grapes,,
1174,1174,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,3.5,4,Yes,No,Yes,No,Yes,No,roasty,dark berry,rich,
1175,1175,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60.0,3.75,4,Yes,No,Yes,No,Yes,No,cocoa,caramel,sweet,
1176,1176,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69.0,3.5,4,Yes,No,Yes,No,Yes,No,nutty,grassy,rich cocoa,
1177,1177,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68.0,3.25,4,Yes,No,Yes,No,Yes,No,rich cocoa,burning sensation,,
1178,1178,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60.0,3.0,4,Yes,No,Yes,No,Yes,No,rich,sweet,cocoa,intense
1179,1179,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68.0,3.5,4,Yes,No,Yes,No,Yes,No,rich,vegetal,banana,spice
1180,1180,La Maison du Chocolat (Valrhona),France,2012,Dominican republic,Loma Sotavento,66.0,3.5,4,Yes,No,Yes,No,Yes,No,nutty,pear,sour milk,
1181,1181,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60.0,3.25,4,Yes,No,Yes,No,Yes,No,creamy,rich,dairy,nutty
1182,1182,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56.0,3.25,4,Yes,No,Yes,No,Yes,No,sweet,nutty,cocoa,
1183,1183,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,2.75,4,Yes,No,Yes,No,Yes,No,brownie,cocoa,sour,sweet
1184,1184,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,3.5,2,No,No,No,No,Yes,No,rich cocoa,mild fruit & nut,,
1185,1185,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,3.5,2,No,No,No,No,Yes,No,citrus,prononced orange,,
1186,1186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,3.0,2,No,No,No,No,Yes,No,mild hammy,roasty,sour,
1187,1187,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70.0,2.75,4,Yes,No,Yes,No,Yes,No,fatty,roasty,coffee,off note
1188,1188,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68.0,2.75,4,Yes,No,Yes,No,Yes,No,nutty,woody,leathery,
1189,1189,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75.0,3.75,4,Yes,No,Yes,No,Yes,No,creamy,mild honey,floral,
1190,1190,Laia aka Chat-Noir,France,2015,Sao tome,"Sao Tome, Batch 151",75.0,3.5,4,Yes,No,Yes,No,Yes,No,rich,roasty,nutty,smoke
1191,1191,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75.0,3.25,4,Yes,No,Yes,No,Yes,No,sandy,fatty,roasty,fruit
1192,1192,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75.0,3.25,4,Yes,No,Yes,No,Yes,No,smokey,rich cocoa,spice,
1193,1193,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75.0,3.0,4,Yes,No,Yes,No,Yes,No,slight burnt,astringent,fruit,
1194,1194,Laia aka Chat-Noir,France,2015,Ivory coast,"Ivory Coast, Batch 56/100",75.0,3.0,4,Yes,No,Yes,No,Yes,No,roasty,nutty,rich cocoa,
1195,1195,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75.0,2.75,4,Yes,No,Yes,No,Yes,No,roasty,sour,cardboard,
1196,1196,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75.0,2.75,4,Yes,No,Yes,No,Yes,No,gritty,roasty,waxy,off
1197,1197,L'Amourette,U.S.A,2012,Venezuela,Carenero Superior,75.0,3.0,5,Yes,Yes,Yes,No,Yes,No,chalky,fatty,sweet,
1198,1198,L'Amourette,U.S.A,2012,Venezuela,Rio Caribe,75.0,3.0,5,Yes,Yes,Yes,No,Yes,No,chalky,cocoa,tangy,
1199,1199,L'Amourette,U.S.A,2012,Blend,"Peru, Ecuador, Venezuela",72.0,3.0,5,Yes,Yes,Yes,No,Yes,No,fatty,nutty,woody,
1200,1200,L'Amourette,U.S.A,2016,Nicaragua,Rugoso,80.0,3.5,2,No,No,No,No,Yes,No,spicy,grassy,roasty,
1201,1201,Land,U.k.,2018,Nicaragua,"Nicaliso, Bocay",73.0,3.5,3,Yes,No,No,No,Yes,No,complex,dairy,roasty,
1202,1202,Land,U.k.,2018,Honduras,San Pedro Sula,70.0,3.25,3,Yes,No,No,No,Yes,No,sandy,rich cocoa,,
1203,1203,Land,U.k.,2018,Nicaragua,Nueva Guinea,71.0,3.0,3,Yes,No,No,No,Yes,No,simple,earthy,cocoa,
1204,1204,Landmark (Amano),U.S.A,2017,Bolivia,"Tranquilidad, Itinez Province",74.0,3.75,3,Yes,No,No,No,Yes,No,well balanced,melon,,
1205,1205,Legast,Belgium,2019,Peru,Piura,70.0,3.5,3,Yes,No,No,No,Yes,No,sandy,light color,grape,
1206,1206,Legast,Belgium,2019,Costa rica,Upala,70.0,3.25,3,Yes,No,No,No,Yes,No,base cocoa,mild ham,woody,
1207,1207,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70.0,2.75,3,Yes,No,No,No,Yes,No,sandy,off,hammy,
1208,1208,Letterpress,U.S.A,2014,Peru,Maranura,70.0,3.5,2,No,No,No,No,Yes,No,intense,sticky,cocoa,
1209,1209,Letterpress,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70.0,3.5,2,No,No,No,No,Yes,No,cocoa,spice,fruit,
1210,1210,Letterpress,U.S.A,2015,Tanzania,Kokoa Kamili,70.0,3.5,2,No,No,No,No,Yes,No,subtle,spicy,banana,
1211,1211,Letterpress,U.S.A,2015,Bolivia,Beniamo,70.0,3.25,2,No,No,No,No,Yes,No,dried fruit,nutty,mushroom,
1212,1212,Letterpress,U.S.A,2015,Dominican republic,"La Red, Guaconejo",70.0,3.25,2,No,No,No,No,Yes,No,red fruit,brownie,,
1213,1213,Letterpress,U.S.A,2015,Costa rica,San Andres,70.0,3.0,2,No,No,No,No,Yes,No,roasty,black pepper,woody,
1214,1214,Letterpress,U.S.A,2016,Liberia,Liberia,70.0,3.25,2,No,No,No,No,Yes,No,floral,black licorice,,
1215,1215,Letterpress,U.S.A,2017,Peru,Ucayali,70.0,4.0,3,Yes,No,No,No,Yes,No,mild,licorice,coffee,cocoa
1216,1216,Letterpress,U.S.A,2017,Honduras,"La Masica, Batch 7, FHIA",70.0,3.5,2,No,No,No,No,Yes,No,strong raspberry,mocha,,
1217,1217,Letterpress,U.S.A,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,3.25,2,No,No,No,No,Yes,No,smokey,mild berry,,
1218,1218,Letterpress,U.S.A,2018,Ghana,Ashanti,70.0,3.75,3,Yes,No,No,No,Yes,No,brownie,,,
1219,1219,Letterpress,U.S.A,2019,Jamaica,"Bachelor's Hall, batch 0001",70.0,3.25,3,Yes,No,No,No,Yes,No,woody,mocha,molasses,
1220,1220,Letterpress,U.S.A,2019,Bolvia,"Tranquilidad, beniano",70.0,3.25,3,Yes,No,No,No,Yes,No,spoiled milk,sweet,molasses,
1221,1221,Levy,Finland,2014,Madagascar,Sambirano,71.0,3.5,3,Yes,No,No,No,Yes,No,sandy,citrus,,
1222,1222,Lilla,Finland,2016,Madagascar,Madagascar,70.0,3.0,2,No,No,No,No,Yes,No,sweet edge,bright fruit,off,
1223,1223,Lillie Belle,U.S.A,2012,Peru,La Selva,68.0,3.75,2,No,No,No,No,Yes,No,rich cocoa,spicy edge,,
1224,1224,Lillie Belle,U.S.A,2012,Peru,Perfect Illusion,65.0,3.5,2,No,No,No,No,Yes,No,creamy,strawberry,cocoa,
1225,1225,Lillie Belle,U.S.A,2012,Bolivia,"Bolivia, Wild Thing",68.0,3.5,2,No,No,No,No,Yes,No,fatty,nutty,melon like,
1226,1226,Lillie Belle,U.S.A,2012,Bolivia,Wild Thing,68.0,3.5,2,No,No,No,No,Yes,No,fatty,grassy,cocoa,
1227,1227,Lillie Belle,U.S.A,2012,Dominican republic,"The Other One, Grand Cru",74.0,3.0,2,No,No,No,No,Yes,No,fatty,roasty,cocoa,
1228,1228,Lillie Belle,U.S.A,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.75,2,No,No,No,No,Yes,No,grits,roasted,nutty,
1229,1229,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85.0,3.0,4,Yes,Yes,No,No,Yes,No,harsh burnt,mild cocoa,tang,
1230,1230,Loiza,Puerto rico,2013,Puerto rico,Puerto Rico,65.0,2.5,5,Yes,Yes,Yes,No,Yes,No,black pepper,vanilla,harsh,
1231,1231,Lonohana,U.S.A,2013,U.s.a.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,3.5,4,Yes,Yes,No,No,Yes,No,sandy,floral,vanilla,candy
1232,1232,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,3.0,4,Yes,Yes,No,No,Yes,No,aluminum,mild coffee,roasty,
1233,1233,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,3.0,4,Yes,Yes,No,No,Yes,No,strong,brandy,smoke,
1234,1234,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,3.75,2,No,No,No,No,Yes,No,spicy,candied,complex,
1235,1235,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",75.0,3.75,4,Yes,Yes,No,No,Yes,No,dairy,pudding,,
1236,1236,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",65.0,3.25,4,Yes,Yes,No,No,Yes,No,sweet,candy-like,nutty,
1237,1237,Love Bar,U.S.A,2015,Nicaragua,Nicaragua,75.0,2.0,2,No,No,No,No,Yes,No,multiple off flavors,metallic,,
1238,1238,Love Brown,Taiwan,2018,Nicaragua,Chuno,78.0,3.5,2,No,No,No,No,Yes,No,intense mocha flavor,,,
1239,1239,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80.0,3.25,2,No,No,No,No,Yes,No,nutty,mild dairy,,
1240,1240,Love Brown,Taiwan,2018,Sumatra,Sumatra,70.0,3.0,2,No,No,No,No,Yes,No,smokey,earthy,cocoa,
1241,1241,Love Brown,Taiwan,2018,Nicaragua,Medalla,75.0,2.5,2,No,No,No,No,Yes,No,potting soil,,,
1242,1242,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81.0,3.25,2,No,No,No,No,Yes,No,oily,burnt,earthy,
1243,1243,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70.0,3.0,2,No,No,No,No,Yes,No,rustic,basic cocoa,earthy,
1244,1244,Luker,Colombia,2010,Colombia,Santander,65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,marshmallow,rich brownie,,
1245,1245,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60.0,3.0,5,Yes,Yes,Yes,No,Yes,No,sticky,marshmallow,cocoa,
1246,1246,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58.0,3.0,5,Yes,Yes,Yes,No,Yes,No,watered down coffee,cocoa,,
1247,1247,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46.0,2.75,5,Yes,Yes,Yes,No,Yes,No,very sweet,caramel,candy,
1248,1248,MADE,U.S.A,2019,Ghana,Ghana,75.0,2.75,3,Yes,No,No,No,Yes,No,gritty,cocoa base,ashey,
1249,1249,MADE,U.S.A,2019,Uganda,Uganda,75.0,2.5,3,Yes,No,No,No,Yes,No,gritty,roasty,rubbery,
1250,1250,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63.0,4.0,5,Yes,Yes,Yes,No,Yes,No,intense,nutty,cocoa,
1251,1251,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70.0,3.75,5,Yes,Yes,Yes,No,Yes,No,sandy,woody,peanut butter,
1252,1252,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67.0,3.5,5,Yes,Yes,Yes,No,Yes,No,sandy,red berry,cocoa,
1253,1253,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75.0,3.5,5,Yes,Yes,Yes,No,Yes,No,sticky,bitter,nutty,
1254,1254,Madre,U.S.A,2010,Mexico,"Chiapas, Triple Cacao",72.0,2.75,4,Yes,Yes,No,No,Yes,No,raisiny,chewy,,
1255,1255,Madre,U.S.A,2011,Costa rica,Upala,70.0,2.75,4,Yes,Yes,No,No,Yes,No,sticky,strong vanilla,pepper,
1256,1256,Madre,U.S.A,2011,Dominican republic,Dominican,70.0,2.5,4,Yes,Yes,No,No,Yes,No,sandy,sweet,strong vanilla,
1257,1257,Madre,U.S.A,2012,U.s.a.,Kaua'i Island,70.0,3.5,4,Yes,Yes,No,No,Yes,No,vanilla,brownie,peanut,
1258,1258,Madre,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,3.25,4,Yes,Yes,No,No,Yes,No,creamy,vanilla,rich fruit,
1259,1259,Madre,U.S.A,2012,U.s.a.,"Criollo, Hawaii",70.0,3.25,4,Yes,Yes,No,No,Yes,No,creamy,burnt nuts,woody,
1260,1260,Madre,U.S.A,2013,Brazil,Brazil,70.0,3.5,4,Yes,Yes,No,No,Yes,No,strong vanilla,nut,coffee,
1261,1261,Madre,U.S.A,2013,Puerto rico,Puerto Rico,70.0,2.75,4,Yes,Yes,No,No,Yes,No,intense vanilla,swiss miss,,
1262,1262,Madre,U.S.A,2013,U.s.a.,"Hawai'i Island, Choobua, Kona",70.0,2.75,4,Yes,Yes,No,No,Yes,No,fatty,vanilla,candy-like,
1263,1263,Madre,U.S.A,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,2.75,4,Yes,Yes,No,No,Yes,No,vanilla,earthy,caramel,
1264,1264,Madre,U.S.A,2017,Solomon islands,Guadalcanal,73.0,3.5,2,No,No,No,No,Yes,No,mild earthy,mild cocoa,nut,
1265,1265,Maglio,Italy,2008,Dominican republic,Santo Domingo,70.0,3.75,5,Yes,Yes,Yes,No,Yes,No,creamy,hay,nutty,
1266,1266,Maglio,Italy,2008,Cuba,Cuba,70.0,3.25,5,Yes,Yes,Yes,No,Yes,No,nutty,cooling sensation,,
1267,1267,Maglio,Italy,2008,Ecuador,Ecuador,70.0,3.0,4,No,Yes,Yes,No,Yes,No,creamy,nutty,mass market,
1268,1268,Maglio,Italy,2008,Tanzania,Africa,75.0,2.0,4,Yes,Yes,No,No,Yes,No,chalky,astringent,vanilla,
1269,1269,Majani,Italy,2010,Ecuador,Ecuador,70.0,2.0,4,Yes,No,Yes,No,Yes,No,strong vanilla,some spice,,
1270,1270,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73.0,3.5,4,Yes,No,Yes,No,Yes,No,creamy,sublte grape notes,,
1271,1271,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75.0,2.75,4,Yes,No,Yes,No,Yes,No,cardboard,tea-like,,
1272,1272,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,sandy,sweet,cocoa,
1273,1273,Malai,Thailand,2018,Thailand,Chantaburi,70.0,2.75,3,Yes,No,No,No,No,Yes,gummy,smokey,hammy,
1274,1274,Malie Kai (Guittard),U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate",55.0,2.75,5,Yes,Yes,Yes,No,Yes,No,sweet,vanilla,easter candy,
1275,1275,Malie Kai (Guittard),U.S.A,2010,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,3.5,5,Yes,Yes,Yes,No,Yes,No,creamy,crunchy,very sweet,
1276,1276,Malmo,Sweden,2016,Venezuela,Chuao,70.0,3.0,3,Yes,No,No,No,Yes,No,hammy,unrecognizable,,
1277,1277,Mana,U.S.A,2012,Dominican republic,Conacado,74.0,3.75,3,Yes,No,No,No,Yes,No,berry,nutty,sour,
1278,1278,Mana,U.S.A,2014,Venezuela,Venezuela,74.0,2.75,3,Yes,No,No,No,Yes,No,nutty,green,,
1279,1279,Mana,U.S.A,2014,Peru,Peru,74.0,2.5,3,Yes,No,No,No,Yes,No,rubber,off medicinal,,
1280,1280,Mana,U.S.A,2015,Ecuador,"Ecuador, batch 1212",74.0,2.5,2,No,No,No,No,Yes,No,soil,wet,off notes,
1281,1281,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70.0,2.75,4,Yes,No,Yes,No,Yes,No,muted,nutty,,
1282,1282,Manoa,U.S.A,2012,Liberia,"Liberia, batch 174",72.0,3.25,3,Yes,No,No,No,Yes,No,molassses,intense,off,herb
1283,1283,Manoa,U.S.A,2012,U.s.a.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25,3,Yes,No,No,No,Yes,No,molasses,sweet,cocoa,
1284,1284,Manoa,U.S.A,2012,Peru,"Piura, batch 173",72.0,3.0,3,Yes,No,No,No,Yes,No,banana,menthol,medicinal,
1285,1285,Manoa,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75,3,Yes,No,No,No,Yes,No,oily,tangy,fruit,earthy
